,index_code,con_code,in_date,out_date,is_new
22,850841.SI,002141.SZ,20070730,,Y
23,850841.SI,002161.SZ,20090602,,Y
24,850841.SI,002179.SZ,20071109,20110930,N
25,850841.SI,002188.SZ,20071130,20110930,N
26,850841.SI,002189.SZ,20071211,20110930,N
27,850841.SI,002214.SZ,20080226,20211210,N
28,850841.SI,002222.SZ,20080327,20100601,N
29,850841.SI,002273.SZ,20081007,20100601,N
30,850841.SI,002341.SZ,20100201,20140701,N
31,850841.SI,002351.SZ,20100323,20110930,N
32,850841.SI,002369.SZ,20100324,20110930,N
33,850841.SI,002388.SZ,20100421,,Y
34,850841.SI,002414.SZ,20100726,20211210,N
35,850841.SI,002436.SZ,20100628,20110930,N
36,850841.SI,002512.SZ,20101213,20150630,N
37,850841.SI,002684.SZ,20170703,20180713,N
38,850841.SI,002724.SZ,20141111,,Y
39,850841.SI,002729.SZ,20140919,,Y
40,850841.SI,002782.SZ,20220801,,Y
41,850841.SI,002859.SZ,20211213,,Y
42,850841.SI,002869.SZ,20190708,,Y
43,850841.SI,002885.SZ,20170704,20190109,N
44,850841.SI,002885.SZ,20220801,,Y
45,850841.SI,002922.SZ,20211213,,Y
46,850841.SI,300014.SZ,20091109,20200724,N
47,850841.SI,300078.SZ,20111010,20200907,N
48,850841.SI,300083.SZ,20100528,20110930,N
49,850841.SI,300116.SZ,20170703,20180713,N
50,850841.SI,300131.SZ,20220801,,Y
51,850841.SI,300184.SZ,20110302,,Y
52,850841.SI,300207.SZ,20110428,20110930,N
53,850841.SI,300220.SZ,20110601,20211210,N
54,850841.SI,300227.SZ,20110615,20110930,N
55,850841.SI,300256.SZ,20110826,20110930,N
56,850841.SI,300340.SZ,20120802,20211210,N
57,850841.SI,300390.SZ,20140807,20220729,N
58,850841.SI,300410.SZ,20150109,20180713,N
59,850841.SI,300438.SZ,20150504,20210224,N
60,850841.SI,300475.SZ,20220524,,Y
61,850841.SI,300493.SZ,20211213,,Y
62,850841.SI,300502.SZ,20160310,20180713,N
63,850841.SI,300516.SZ,20160613,,Y
64,850841.SI,300650.SZ,20220801,,Y
65,850841.SI,300656.SZ,20170526,,Y
66,850841.SI,300736.SZ,20180116,,Y
67,850841.SI,300747.SZ,20180702,20211210,N
68,850841.SI,300866.SZ,20200831,20211210,N
69,850841.SI,300868.SZ,20200831,,Y
70,850841.SI,300975.SZ,20210428,20220729,N
71,850841.SI,300991.SZ,20211213,,Y
72,850841.SI,301021.SZ,20210713,20211210,N
73,850841.SI,301031.SZ,20211213,,Y
74,850841.SI,301099.SZ,20220801,,Y
75,850841.SI,301328.SZ,20220916,,Y
76,850841.SI,301359.SZ,20221116,,Y
77,850841.SI,600071.SH,20180716,20211210,N
78,850841.SI,600074.SH,20150316,20150317,N
79,850841.SI,600074.SH,20150401,20190517,N
80,850841.SI,600110.SH,20170703,20211210,N
81,850841.SI,600152.SH,20180716,20211210,N
82,850841.SI,600203.SH,20050701,20130628,N
83,850841.SI,600261.SH,20000720,20160630,N
84,850841.SI,600288.SH,20001129,,Y
85,850841.SI,600353.SH,20180716,,Y
86,850841.SI,600366.SH,20090602,20100601,N
87,850841.SI,600651.SH,19901219,20170630,N
88,850841.SI,600751.SH,20180716,,Y
89,850841.SI,600800.SH,19931206,20170630,N
90,850841.SI,600884.SH,20170703,20211210,N
91,850841.SI,603595.SH,20170719,20211210,N
92,850841.SI,603659.SH,20171110,20200724,N
93,850841.SI,603931.SH,20200826,20211210,N
94,850841.SI,603933.SH,20211213,,Y
95,850841.SI,688093.SH,20230925,,Y
96,850841.SI,688103.SH,20230925,,Y
97,850841.SI,688662.SH,20230925,,Y
98,850841.SI,688800.SH,20230925,,Y
0,850853.SI,002045.SZ,20050530,,Y
1,850853.SI,002351.SZ,20100323,,Y
2,850853.SI,002841.SZ,20220801,,Y
3,850853.SI,002888.SZ,20170728,,Y
4,850853.SI,300866.SZ,20200831,,Y
5,850853.SI,301189.SZ,20220105,,Y
6,850853.SI,603996.SH,20151229,20220421,N
7,850853.SI,688007.SH,20230925,,Y
8,850853.SI,688036.SH,20230925,,Y
0,850854.SI,000021.SZ,19991230,,Y
1,850854.SI,001314.SZ,20230221,,Y
2,850854.SI,002055.SZ,20060801,,Y
3,850854.SI,002139.SZ,20070706,,Y
4,850854.SI,002241.SZ,20080529,,Y
5,850854.SI,002369.SZ,20100323,,Y
6,850854.SI,002402.SZ,20100518,,Y
7,850854.SI,002426.SZ,20220801,,Y
8,850854.SI,002475.SZ,20100927,,Y
9,850854.SI,002547.SZ,20110225,20220729,N
10,850854.SI,002600.SZ,20110722,,Y
11,850854.SI,002635.SZ,20111202,,Y
12,850854.SI,002655.SZ,20120224,,Y
13,850854.SI,002660.SZ,20120323,,Y
14,850854.SI,002681.SZ,20120612,,Y
15,850854.SI,002782.SZ,20151229,20220729,N
16,850854.SI,002855.SZ,20170328,,Y
17,850854.SI,002861.SZ,20170420,,Y
18,850854.SI,002866.SZ,20170504,,Y
19,850854.SI,002881.SZ,20170629,,Y
20,850854.SI,002885.SZ,20170704,20220729,N
21,850854.SI,002925.SZ,20180122,,Y
22,850854.SI,002937.SZ,20181010,,Y
23,850854.SI,002947.SZ,20190215,,Y
24,850854.SI,002976.SZ,20200313,20220704,N
25,850854.SI,002981.SZ,20200424,,Y
26,850854.SI,002993.SZ,20200824,,Y
27,850854.SI,003028.SZ,20210105,,Y
28,850854.SI,300032.SZ,20100104,,Y
29,850854.SI,300115.SZ,20100909,,Y
30,850854.SI,300131.SZ,20101026,20220729,N
31,850854.SI,300136.SZ,20101112,,Y
32,850854.SI,300256.SZ,20110826,20220830,N
33,850854.SI,300256.SZ,20220901,,Y
34,850854.SI,300279.SZ,20120109,,Y
35,850854.SI,300322.SZ,20120615,,Y
36,850854.SI,300433.SZ,20150325,,Y
37,850854.SI,300543.SZ,20160919,,Y
38,850854.SI,300602.SZ,20170209,,Y
39,850854.SI,300647.SZ,20170510,,Y
40,850854.SI,300679.SZ,20170807,,Y
41,850854.SI,300684.SZ,20180104,20220729,N
42,850854.SI,300686.SZ,20170811,,Y
43,850854.SI,300709.SZ,20171026,,Y
44,850854.SI,300735.SZ,20180108,,Y
45,850854.SI,300787.SZ,20190906,,Y
46,850854.SI,300793.SZ,20191025,,Y
47,850854.SI,300812.SZ,20220801,,Y
48,850854.SI,300822.SZ,20200320,,Y
49,850854.SI,300843.SZ,20200709,,Y
50,850854.SI,300857.SZ,20200803,,Y
51,850854.SI,300916.SZ,20201209,,Y
52,850854.SI,300951.SZ,20210305,,Y
53,850854.SI,300956.SZ,20210402,,Y
54,850854.SI,300968.SZ,20210422,,Y
55,850854.SI,300976.SZ,20210426,,Y
56,850854.SI,301051.SZ,20210903,,Y
57,850854.SI,301067.SZ,20210929,,Y
58,850854.SI,301086.SZ,20211027,,Y
59,850854.SI,301123.SZ,20220208,,Y
60,850854.SI,301135.SZ,20220419,,Y
61,850854.SI,301180.SZ,20211123,,Y
62,850854.SI,301182.SZ,20211230,,Y
63,850854.SI,301280.SZ,20230103,,Y
64,850854.SI,301285.SZ,20221012,,Y
65,850854.SI,301326.SZ,20220928,,Y
66,850854.SI,301329.SZ,20230724,,Y
67,850854.SI,301383.SZ,20230616,,Y
68,850854.SI,301387.SZ,20230425,,Y
69,850854.SI,301389.SZ,20221107,,Y
70,850854.SI,301486.SZ,20230714,,Y
71,850854.SI,600130.SH,20000713,,Y
72,850854.SI,600203.SH,19991230,,Y
73,850854.SI,600363.SH,20220801,,Y
74,850854.SI,600745.SH,19991230,20070524,N
75,850854.SI,600745.SH,20080709,20220729,N
76,850854.SI,600898.SH,19991230,20100524,N
77,850854.SI,600898.SH,20110726,,Y
78,850854.SI,601138.SH,20180615,,Y
79,850854.SI,601231.SH,20120227,,Y
80,850854.SI,603052.SH,20221018,,Y
81,850854.SI,603133.SH,20170327,,Y
82,850854.SI,603296.SH,20230815,,Y
83,850854.SI,603327.SH,20190530,,Y
84,850854.SI,603380.SH,20170629,,Y
85,850854.SI,603595.SH,20170719,,Y
86,850854.SI,603626.SH,20170216,,Y
87,850854.SI,603629.SH,20190102,,Y
88,850854.SI,603633.SH,20161124,,Y
89,850854.SI,603890.SH,20171219,,Y
90,850854.SI,605277.SH,20210113,,Y
91,850854.SI,688210.SH,20230925,,Y
92,850854.SI,688260.SH,20230925,,Y
93,850854.SI,688678.SH,20230925,,Y
94,850854.SI,688683.SH,20230925,,Y
0,850861.SI,002584.SZ,20110610,,Y
1,850861.SI,002643.SZ,20111227,,Y
2,850861.SI,002741.SZ,20150302,,Y
3,850861.SI,300054.SZ,20100225,,Y
4,850861.SI,300236.SZ,20110706,,Y
5,850861.SI,300285.SZ,20220801,,Y
6,850861.SI,300346.SZ,20120814,,Y
7,850861.SI,300398.SZ,20141016,,Y
8,850861.SI,300429.SZ,20150331,,Y
9,850861.SI,300446.SZ,20150430,,Y
10,850861.SI,300481.SZ,20150707,,Y
11,850861.SI,300537.SZ,20160906,,Y
12,850861.SI,300576.SZ,20161227,,Y
13,850861.SI,300637.SZ,20170419,20220729,N
14,850861.SI,300655.SZ,20170601,,Y
15,850861.SI,300684.SZ,20220801,,Y
16,850861.SI,301319.SZ,20221013,,Y
17,850861.SI,301489.SZ,20231031,,Y
18,850861.SI,603002.SH,20211213,,Y
19,850861.SI,603078.SH,20170417,,Y
20,850861.SI,603931.SH,20200826,,Y
21,850861.SI,688019.SH,20230925,,Y
22,850861.SI,688035.SH,20230925,,Y
23,850861.SI,688106.SH,20230925,,Y
24,850861.SI,688150.SH,20230925,,Y
25,850861.SI,688268.SH,20230925,,Y
26,850861.SI,688359.SH,20230925,,Y
27,850861.SI,688371.SH,20230925,,Y
28,850861.SI,688548.SH,20230925,,Y
29,850861.SI,688549.SH,20230925,,Y
30,850861.SI,688550.SH,20230925,,Y
31,850861.SI,688602.SH,20230925,,Y
32,850861.SI,688603.SH,20230925,,Y
0,850922.SI,000700.SZ,19991230,,Y
1,850922.SI,001260.SZ,20230223,,Y
2,850922.SI,001278.SZ,20230315,,Y
3,850922.SI,001319.SZ,20221207,,Y
4,850922.SI,002048.SZ,20050610,,Y
5,850922.SI,002516.SZ,20101214,,Y
6,850922.SI,002537.SZ,20110117,,Y
7,850922.SI,002662.SZ,20120316,,Y
8,850922.SI,002865.SZ,20170503,20220729,N
9,850922.SI,300100.SZ,20100813,,Y
10,850922.SI,300893.SZ,20220801,,Y
11,850922.SI,300969.SZ,20210419,20220729,N
12,850922.SI,300978.SZ,20210506,,Y
13,850922.SI,301133.SZ,20211203,,Y
14,850922.SI,301229.SZ,20220301,,Y
15,850922.SI,301398.SZ,20221222,,Y
16,850922.SI,301529.SZ,20230918,,Y
17,850922.SI,600081.SH,19991230,,Y
18,850922.SI,600609.SH,19991230,,Y
19,850922.SI,600626.SH,19991230,,Y
20,850922.SI,600660.SH,19991230,,Y
21,850922.SI,600741.SH,19991230,,Y
22,850922.SI,600742.SH,19991230,,Y
23,850922.SI,601799.SH,20220801,,Y
24,850922.SI,603035.SH,20170112,,Y
25,850922.SI,603085.SH,20150707,,Y
26,850922.SI,603266.SH,20220223,,Y
27,850922.SI,603306.SH,20141010,,Y
28,850922.SI,603730.SH,20170804,,Y
29,850922.SI,603997.SH,20150309,,Y
30,850922.SI,605068.SH,20201130,,Y
31,850922.SI,605128.SH,20200922,,Y
32,850922.SI,605151.SH,20220801,,Y
33,850922.SI,605228.SH,20210127,,Y
0,850923.SI,000030.SZ,19991230,,Y
1,850923.SI,000338.SZ,20070514,,Y
2,850923.SI,000559.SZ,19991230,,Y
3,850923.SI,000570.SZ,19991230,,Y
4,850923.SI,000581.SZ,19991230,,Y
5,850923.SI,000678.SZ,19991230,,Y
6,850923.SI,000816.SZ,19991230,,Y
7,850923.SI,000880.SZ,19991230,20061207,N
8,850923.SI,000880.SZ,20061211,,Y
9,850923.SI,000903.SZ,19991230,,Y
10,850923.SI,000981.SZ,20220801,,Y
11,850923.SI,001282.SZ,20230531,,Y
12,850923.SI,001380.SZ,20230523,,Y
13,850923.SI,002126.SZ,20070425,,Y
14,850923.SI,002213.SZ,20080215,20220729,N
15,850923.SI,002265.SZ,20080813,,Y
16,850923.SI,002283.SZ,20090828,,Y
17,850923.SI,002284.SZ,20090904,,Y
18,850923.SI,002363.SZ,20100312,,Y
19,850923.SI,002406.SZ,20100525,,Y
20,850923.SI,002434.SZ,20100625,,Y
21,850923.SI,002448.SZ,20100723,,Y
22,850923.SI,002472.SZ,20100917,,Y
23,850923.SI,002536.SZ,20110118,,Y
24,850923.SI,002553.SZ,20110304,,Y
25,850923.SI,002590.SZ,20110617,,Y
26,850923.SI,002592.SZ,20111118,,Y
27,850923.SI,002703.SZ,20121109,,Y
28,850923.SI,002708.SZ,20140128,,Y
29,850923.SI,002715.SZ,20140226,,Y
30,850923.SI,002806.SZ,20230706,,Y
31,850923.SI,300176.SZ,20110222,,Y
32,850923.SI,300258.SZ,20110902,,Y
33,850923.SI,300375.SZ,20140210,,Y
34,850923.SI,300391.SZ,20140808,20220729,N
35,850923.SI,300432.SZ,20150326,20230705,N
36,850923.SI,300507.SZ,20160509,,Y
37,850923.SI,300547.SZ,20161014,,Y
38,850923.SI,300580.SZ,20170118,,Y
39,850923.SI,300585.SZ,20170106,,Y
40,850923.SI,300611.SZ,20170227,,Y
41,850923.SI,300680.SZ,20170801,,Y
42,850923.SI,300694.SZ,20181022,,Y
43,850923.SI,300733.SZ,20180123,,Y
44,850923.SI,300742.SZ,20180515,,Y
45,850923.SI,301007.SZ,20210623,,Y
46,850923.SI,301020.SZ,20210713,,Y
47,850923.SI,301072.SZ,20211013,,Y
48,850923.SI,301119.SZ,20211129,,Y
49,850923.SI,301170.SZ,20230704,,Y
50,850923.SI,301192.SZ,20220818,,Y
51,850923.SI,301225.SZ,20230627,,Y
52,850923.SI,301397.SZ,20230705,,Y
53,850923.SI,600148.SH,19991230,,Y
54,850923.SI,600178.SH,19991230,,Y
55,850923.SI,600218.SH,19991230,,Y
56,850923.SI,600698.SH,19991230,20120522,N
57,850923.SI,600698.SH,20130708,,Y
58,850923.SI,600841.SH,19991230,20220729,N
59,850923.SI,600841.SH,20230706,,Y
60,850923.SI,600933.SH,20171124,,Y
61,850923.SI,600960.SH,20040414,,Y
62,850923.SI,601689.SH,20150326,,Y
63,850923.SI,603009.SH,20140725,,Y
64,850923.SI,603013.SH,20180516,,Y
65,850923.SI,603037.SH,20170203,,Y
66,850923.SI,603040.SH,20170216,,Y
67,850923.SI,603089.SH,20170209,,Y
68,850923.SI,603107.SH,20231108,,Y
69,850923.SI,603121.SH,20190118,,Y
70,850923.SI,603158.SH,20150327,,Y
71,850923.SI,603161.SH,20180112,,Y
72,850923.SI,603166.SH,20141204,,Y
73,850923.SI,603178.SH,20170406,,Y
74,850923.SI,603286.SH,20170704,,Y
75,850923.SI,603305.SH,20170717,,Y
76,850923.SI,603319.SH,20161207,,Y
77,850923.SI,603586.SH,20170413,,Y
78,850923.SI,603596.SH,20180508,,Y
79,850923.SI,603701.SH,20160419,,Y
80,850923.SI,603758.SH,20170524,,Y
81,850923.SI,603767.SH,20170620,,Y
82,850923.SI,603788.SH,20150127,,Y
83,850923.SI,603809.SH,20171205,,Y
84,850923.SI,603926.SH,20170517,,Y
85,850923.SI,603949.SH,20200317,,Y
86,850923.SI,603950.SH,20200602,,Y
87,850923.SI,603982.SH,20190529,,Y
88,850923.SI,605088.SH,20200824,,Y
89,850923.SI,605133.SH,20210303,,Y
90,850923.SI,605255.SH,20200901,,Y
91,850923.SI,688280.SH,20230925,,Y
0,850924.SI,000589.SZ,19991230,,Y
1,850924.SI,000599.SZ,19991230,,Y
2,850924.SI,002085.SZ,20061205,,Y
3,850924.SI,002355.SZ,20100223,,Y
4,850924.SI,002488.SZ,20101028,,Y
5,850924.SI,002725.SZ,20140212,,Y
6,850924.SI,002863.SZ,20170425,,Y
7,850924.SI,002984.SZ,20200918,,Y
8,850924.SI,300428.SZ,20150326,,Y
9,850924.SI,300652.SZ,20170523,,Y
10,850924.SI,300695.SZ,20170915,,Y
11,850924.SI,301550.SZ,20230922,,Y
12,850924.SI,600182.SH,19991230,,Y
13,850924.SI,600469.SH,20031028,,Y
14,850924.SI,601058.SH,20110707,,Y
15,850924.SI,601163.SH,20160920,,Y
16,850924.SI,601500.SH,20160926,,Y
17,850924.SI,601966.SH,20160713,,Y
18,850924.SI,603335.SH,20170627,,Y
0,850925.SI,000887.SZ,19991230,,Y
1,850925.SI,001311.SZ,20230306,,Y
2,850925.SI,002101.SZ,20070110,,Y
3,850925.SI,002190.SZ,20220801,,Y
4,850925.SI,002328.SZ,20100107,,Y
5,850925.SI,002510.SZ,20101202,,Y
6,850925.SI,002547.SZ,20220801,,Y
7,850925.SI,002921.SZ,20180104,,Y
8,850925.SI,002965.SZ,20220801,,Y
9,850925.SI,002976.SZ,20220705,,Y
10,850925.SI,002997.SZ,20200910,,Y
11,850925.SI,300237.SZ,20220801,,Y
12,850925.SI,300473.SZ,20150619,,Y
13,850925.SI,300643.SZ,20170512,,Y
14,850925.SI,300707.SZ,20171017,,Y
15,850925.SI,300745.SZ,20180530,20220729,N
16,850925.SI,300816.SZ,20200217,,Y
17,850925.SI,300893.SZ,20201009,20220729,N
18,850925.SI,300912.SZ,20201214,,Y
19,850925.SI,300926.SZ,20210114,,Y
20,850925.SI,300969.SZ,20220801,,Y
21,850925.SI,300998.SZ,20210609,,Y
22,850925.SI,301000.SZ,20210604,,Y
23,850925.SI,301005.SZ,20210608,,Y
24,850925.SI,301022.SZ,20210709,,Y
25,850925.SI,301181.SZ,20220228,,Y
26,850925.SI,301186.SZ,20211230,,Y
27,850925.SI,301233.SZ,20220713,,Y
28,850925.SI,301298.SZ,20220613,,Y
29,850925.SI,600480.SH,20030822,,Y
30,850925.SI,600523.SH,20020108,,Y
31,850925.SI,601279.SH,20210422,,Y
32,850925.SI,603006.SH,20140707,,Y
33,850925.SI,603048.SH,20211123,,Y
34,850925.SI,603109.SH,20200108,,Y
35,850925.SI,603119.SH,20230808,,Y
36,850925.SI,603190.SH,20230224,,Y
37,850925.SI,603197.SH,20170526,,Y
38,850925.SI,603211.SH,20220801,,Y
39,850925.SI,603239.SH,20170109,,Y
40,850925.SI,603348.SH,20180507,,Y
41,850925.SI,603358.SH,20170208,,Y
42,850925.SI,603655.SH,20180108,,Y
43,850925.SI,603768.SH,20170331,,Y
44,850925.SI,603917.SH,20171211,,Y
45,850925.SI,603922.SH,20171030,,Y
46,850925.SI,605018.SH,20201014,,Y
47,850925.SI,605319.SH,20210615,,Y
48,850925.SI,688021.SH,20230925,,Y
49,850925.SI,688737.SH,20230925,,Y
0,850926.SI,000901.SZ,20220801,,Y
1,850926.SI,000980.SZ,20000623,20211213,N
2,850926.SI,000980.SZ,20211216,,Y
3,850926.SI,002239.SZ,20080529,,Y
4,850926.SI,002454.SZ,20100727,,Y
5,850926.SI,002664.SZ,20120323,,Y
6,850926.SI,002766.SZ,20150618,20211231,N
7,850926.SI,002766.SZ,20220105,,Y
8,850926.SI,002813.SZ,20161019,,Y
9,850926.SI,002870.SZ,20220801,,Y
10,850926.SI,002906.SZ,20171020,,Y
11,850926.SI,300304.SZ,20120328,,Y
12,850926.SI,300681.SZ,20170801,,Y
13,850926.SI,300745.SZ,20220801,,Y
14,850926.SI,300863.SZ,20200831,,Y
15,850926.SI,300928.SZ,20210113,,Y
16,850926.SI,301221.SZ,20211229,,Y
17,850926.SI,301310.SZ,20230609,,Y
18,850926.SI,301488.SZ,20230711,,Y
19,850926.SI,301499.SZ,20230728,,Y
20,850926.SI,600699.SH,19991230,,Y
21,850926.SI,601799.SH,20110215,20220729,N
22,850926.SI,603023.SH,20150603,,Y
23,850926.SI,603179.SH,20170324,,Y
24,850926.SI,603390.SH,20191202,,Y
25,850926.SI,603786.SH,20191022,,Y
26,850926.SI,605005.SH,20210126,,Y
27,850926.SI,605333.SH,20200825,,Y
28,850926.SI,688533.SH,20230925,,Y
29,850926.SI,688612.SH,20230925,,Y
30,850926.SI,688667.SH,20230925,,Y
0,850232.SI,000025.SZ,19991230,20230705,N
1,850232.SI,000996.SZ,20000725,,Y
2,850232.SI,002758.SZ,20220801,20230705,N
3,850232.SI,600297.SH,20001123,,Y
4,850232.SI,600327.SH,20020702,20230705,N
5,850232.SI,600335.SH,20010312,,Y
6,850232.SI,600386.SH,20010223,,Y
7,850232.SI,600653.SH,19991230,,Y
8,850232.SI,600822.SH,19991230,,Y
9,850232.SI,601258.SH,20110506,20230629,N
0,850233.SI,000757.SZ,19991230,20070105,N
1,850233.SI,000757.SZ,20070109,20070522,N
2,850233.SI,000757.SZ,20130218,,Y
3,850233.SI,002684.SZ,20120619,20220602,N
4,850233.SI,300825.SZ,20200403,,Y
5,850233.SI,301215.SZ,20220315,,Y
6,850233.SI,601965.SH,20120618,,Y
7,850233.SI,605151.SH,20201222,20220729,N
0,858811.SI,000017.SZ,20140221,20220729,N
1,858811.SI,000913.SZ,20140221,20211210,N
2,858811.SI,001696.SZ,20140221,20140701,N
3,858811.SI,002105.SZ,20140221,,Y
4,858811.SI,002865.SZ,20170503,20170630,N
5,858811.SI,300994.SZ,20210819,,Y
6,858811.SI,301322.SZ,20230313,,Y
7,858811.SI,600099.SH,20140221,,Y
8,858811.SI,600679.SH,20140221,,Y
9,858811.SI,600818.SH,20220801,,Y
10,858811.SI,600877.SH,20140221,20211210,N
11,858811.SI,603129.SH,20170825,20211210,N
12,858811.SI,603529.SH,20210622,,Y
13,858811.SI,603766.SH,20140221,20211210,N
14,858811.SI,603776.SH,20170824,20211210,N
15,858811.SI,603787.SH,20170703,20211210,N
0,858812.SI,000913.SZ,19991230,,Y
1,858812.SI,003033.SZ,20210118,,Y
2,858812.SI,301345.SZ,20230328,,Y
3,858812.SI,600818.SH,19991230,20220729,N
4,858812.SI,601777.SH,20101202,,Y
5,858812.SI,603129.SH,20170825,,Y
6,858812.SI,603766.SH,20120817,,Y
7,858812.SI,603776.SH,20170824,,Y
8,858812.SI,603787.SH,20170505,,Y
0,850952.SI,000572.SZ,19991230,,Y
1,850952.SI,000625.SZ,19991230,,Y
2,850952.SI,000927.SZ,19991230,20220328,N
3,850952.SI,600104.SH,19991230,,Y
4,850952.SI,600733.SH,19991230,20220729,N
5,850952.SI,601127.SH,20160622,,Y
6,850952.SI,601238.SH,20120410,,Y
7,850952.SI,601633.SH,20111012,,Y
0,850912.SI,000549.SZ,19931220,20070427,N
1,850912.SI,000550.SZ,19931201,,Y
2,850912.SI,000800.SZ,20211213,,Y
3,850912.SI,000883.SZ,19980519,20070702,N
4,850912.SI,000951.SZ,20050701,,Y
5,850912.SI,301039.SZ,20210715,,Y
6,850912.SI,600006.SH,19990727,,Y
7,850912.SI,600166.SH,19980602,,Y
8,850912.SI,600375.SH,20230706,,Y
9,850912.SI,600418.SH,20010824,20170630,N
10,850912.SI,600418.SH,20211213,,Y
11,850912.SI,600495.SH,20040526,20050930,N
12,850912.SI,600841.SH,20220801,20230705,N
13,850912.SI,600967.SH,20040518,20050930,N
14,850912.SI,600988.SH,20040414,20110930,N
0,850913.SI,000868.SZ,19970725,,Y
1,850913.SI,000957.SZ,20000113,,Y
2,850913.SI,600066.SH,19970508,,Y
3,850913.SI,600213.SH,19990831,20060517,N
4,850913.SI,600213.SH,20070711,20150520,N
5,850913.SI,600213.SH,20150522,,Y
6,850913.SI,600303.SH,20001226,,Y
7,850913.SI,600373.SH,20020304,20091009,N
8,850913.SI,600375.SH,20220801,20230705,N
9,850913.SI,600686.SH,19931108,,Y
10,850913.SI,600715.SH,19960701,20070702,N
0,851112.SI,000333.SZ,20130927,,Y
1,851112.SI,000527.SZ,19931112,20130917,N
2,851112.SI,000651.SZ,19961118,,Y
3,851112.SI,000921.SZ,20211213,,Y
4,851112.SI,002011.SZ,20080603,20110930,N
5,851112.SI,002050.SZ,20050607,20120629,N
6,851112.SI,002413.SZ,20100607,20110930,N
7,851112.SI,002418.SZ,20100609,20110930,N
8,851112.SI,300217.SZ,20110524,20110930,N
9,851112.SI,300249.SZ,20110810,20211210,N
10,851112.SI,600690.SH,19931119,20110930,N
11,851112.SI,600854.SH,19940425,20080430,N
12,851112.SI,600854.SH,20091117,20230705,N
0,851116.SI,000521.SZ,19991230,,Y
1,851116.SI,002668.SZ,20120423,,Y
2,851116.SI,600336.SH,20010108,,Y
3,851116.SI,600690.SH,19991230,,Y
4,851116.SI,600983.SH,20040803,,Y
0,851121.SI,000016.SZ,19920327,20211210,N
1,851121.SI,000100.SZ,20070703,20190422,N
2,851121.SI,000909.SZ,19990507,20090601,N
3,851121.SI,002052.SZ,20060704,20101013,N
4,851121.SI,002420.SZ,20100609,20211210,N
5,851121.SI,002429.SZ,20111010,20211210,N
6,851121.SI,600060.SH,19970422,20211210,N
7,851121.SI,600637.SH,19930316,20110930,N
8,851121.SI,600839.SH,19940311,20211210,N
9,851121.SI,600870.SH,19950228,20090527,N
10,851121.SI,600870.SH,20100518,20190705,N
11,851121.SI,603996.SH,20151229,20211210,N
0,851122.SI,000007.SZ,19920413,20061009,N
1,851122.SI,000062.SZ,19970130,20090601,N
2,851122.SI,000555.SZ,20070703,20090601,N
3,851122.SI,000801.SZ,19980506,20150313,N
4,851122.SI,000801.SZ,20150318,20150331,N
5,851122.SI,000801.SZ,20160219,,Y
6,851122.SI,000810.SZ,20150701,,Y
7,851122.SI,002052.SZ,20101014,,Y
8,851122.SI,002055.SZ,20060809,20070702,N
9,851122.SI,002138.SZ,20070621,20080602,N
10,851122.SI,002519.SZ,20101215,20230823,N
11,851122.SI,002848.SZ,20170220,,Y
12,851122.SI,301578.SZ,20240105,,Y
13,851122.SI,600122.SH,19980420,20070702,N
14,851122.SI,600234.SH,20111010,20140701,N
15,851122.SI,688609.SH,20230925,,Y
0,851131.SI,001259.SZ,20220907,,Y
1,851131.SI,002005.SZ,20040702,,Y
2,851131.SI,002032.SZ,20040824,,Y
3,851131.SI,002242.SZ,20080604,,Y
4,851131.SI,002403.SZ,20100518,,Y
5,851131.SI,002473.SZ,20100917,20220530,N
6,851131.SI,002705.SZ,20140128,,Y
7,851131.SI,002959.SZ,20190830,,Y
8,851131.SI,003023.SZ,20201218,,Y
9,851131.SI,300272.SZ,20111109,,Y
10,851131.SI,300824.SZ,20200630,,Y
11,851131.SI,603215.SH,20220225,,Y
0,851141.SI,002035.SZ,20040908,,Y
1,851141.SI,002508.SZ,20101130,,Y
2,851141.SI,002677.SZ,20120601,,Y
3,851141.SI,300894.SZ,20210108,,Y
4,851141.SI,300911.SZ,20201210,,Y
5,851141.SI,605336.SH,20201026,,Y
0,851151.SI,000541.SZ,19991230,,Y
1,851151.SI,001326.SZ,20231116,,Y
2,851151.SI,002076.SZ,20061101,20221220,N
3,851151.SI,002076.SZ,20221222,,Y
4,851151.SI,002723.SZ,20140212,,Y
5,851151.SI,300625.SZ,20170413,,Y
6,851151.SI,301362.SZ,20230811,,Y
7,851151.SI,600261.SH,20000727,,Y
8,851151.SI,603303.SH,20170410,,Y
9,851151.SI,603515.SH,20160826,,Y
10,851151.SI,605365.SH,20210727,,Y
0,851161.SI,000404.SZ,19991230,,Y
1,851161.SI,001268.SZ,20220707,,Y
2,851161.SI,002011.SZ,20040712,,Y
3,851161.SI,002050.SZ,20050614,,Y
4,851161.SI,002290.SZ,20090910,,Y
5,851161.SI,002418.SZ,20100608,,Y
6,851161.SI,002420.SZ,20100608,,Y
7,851161.SI,002676.SZ,20120601,,Y
8,851161.SI,002860.SZ,20170419,,Y
9,851161.SI,300160.SZ,20110120,,Y
10,851161.SI,300217.SZ,20110525,,Y
11,851161.SI,300342.SZ,20120802,,Y
12,851161.SI,300403.SZ,20141106,,Y
