,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
1814,300059.SZ,20240221,13.23,14.09,13.17,13.62,13.34,0.28,2.099,4185011.87,5741236.316
1815,000836.SZ,20240221,1.64,1.84,1.63,1.84,1.67,0.17,10.1796,1029059.42,185837.789
1816,837821.BJ,20240221,18.5,19.57,18.4,18.4,19.4,-1.0,-5.1546,47681.12,90142.862
1817,603519.SH,20240221,12.16,12.58,12.16,12.32,12.28,0.04,0.3257,31863.04,39495.751
1818,601992.SH,20240221,1.95,2.0,1.94,1.96,1.96,0.0,0.0,499062.79,98274.326
1819,600738.SH,20240221,3.94,4.18,3.89,4.04,3.96,0.08,2.0202,116560.53,47437.95
1820,603365.SH,20240221,15.97,16.34,15.85,15.87,16.13,-0.26,-1.6119,53931.0,86662.166
1821,000008.SZ,20240221,2.08,2.14,2.07,2.11,2.09,0.02,0.9569,231015.85,48842.271
1822,603982.SH,20240221,9.38,10.09,9.28,9.62,9.44,0.18,1.9068,71193.27,69586.842
1823,688247.SH,20240221,7.88,8.28,7.8,8.03,7.97,0.06,0.7528,37900.48,30698.724
1824,300040.SZ,20240221,3.91,4.13,3.85,4.01,3.91,0.1,2.5575,93551.26,37748.936
1825,600105.SH,20240221,4.33,4.53,4.29,4.4,4.38,0.02,0.4566,342571.05,152143.602
1826,600528.SH,20240221,7.6,7.87,7.56,7.66,7.67,-0.01,-0.1304,271082.8,210137.405
1827,300052.SZ,20240221,14.01,15.5,13.99,14.61,14.5,0.11,0.7586,206284.41,304595.488
1828,003042.SZ,20240221,15.24,16.08,15.1,15.83,15.35,0.48,3.127,90317.44,142295.755
1829,300161.SZ,20240221,25.2,26.65,24.96,25.73,25.55,0.18,0.7045,67864.26,176835.862
1830,688101.SH,20240221,10.38,10.84,10.21,10.58,10.42,0.16,1.5355,19100.71,20284.93
1831,688159.SH,20240221,40.0,41.55,38.49,40.17,40.39,-0.22,-0.5447,15863.24,63646.818
1832,002718.SZ,20240221,10.61,11.28,10.4,10.92,10.67,0.25,2.343,23954.71,26219.569
1833,603686.SH,20240221,8.28,8.64,8.22,8.45,8.36,0.09,1.0766,81096.95,68996.902
1834,601311.SH,20240221,7.21,7.47,7.13,7.25,7.24,0.01,0.1381,109289.72,80195.724
1835,688084.SH,20240221,48.95,51.86,47.38,49.02,49.05,-0.03,-0.0612,5860.52,29390.778
1836,601390.SH,20240221,6.33,6.59,6.29,6.46,6.35,0.11,1.7323,2002740.38,1296160.69
1837,688195.SH,20240221,22.5,24.0,22.33,22.9,23.1,-0.2,-0.8658,65019.84,151140.032
1838,600239.SH,20240221,2.35,2.53,2.31,2.37,2.37,0.0,0.0,598119.24,144434.499
1839,603893.SH,20240221,50.0,51.83,49.6,50.13,50.7,-0.57,-1.1243,38625.36,195687.98
1840,300136.SZ,20240221,18.3,19.0,18.19,18.48,18.61,-0.13,-0.6985,204973.65,382474.828
1841,300205.SZ,20240221,5.26,5.79,5.25,5.49,5.31,0.18,3.3898,157431.36,87596.245
1842,600980.SH,20240221,12.46,13.18,12.41,12.86,12.64,0.22,1.7405,66460.39,85797.307
1843,002079.SZ,20240221,8.76,9.1,8.69,8.82,8.83,-0.01,-0.1133,164577.03,146786.96
1844,002867.SZ,20240221,18.03,18.6,17.92,18.0,18.19,-0.19,-1.0445,64153.73,117197.426
1845,600770.SH,20240221,3.39,3.61,3.36,3.48,3.43,0.05,1.4577,181553.05,63996.787
1846,002936.SZ,20240221,2.07,2.13,2.06,2.09,2.07,0.02,0.9662,1050850.33,220848.077
1847,601098.SH,20240221,12.08,12.16,11.79,11.82,12.18,-0.36,-2.9557,219608.65,263982.839
1848,000429.SZ,20240221,9.83,9.99,9.68,9.89,9.91,-0.02,-0.2018,163194.75,159448.171
1849,600248.SH,20240221,3.94,4.1,3.93,4.04,3.96,0.08,2.0202,412568.03,166280.088
1850,601601.SH,20240221,25.85,27.3,25.48,26.75,25.98,0.77,2.9638,461531.54,1222504.785
1851,688388.SH,20240221,15.94,16.68,15.83,16.19,16.04,0.15,0.9352,42069.74,68590.208
1852,603226.SH,20240221,3.73,4.07,3.66,3.87,3.75,0.12,3.2,136852.29,53055.545
1853,603131.SH,20240221,11.31,11.92,11.15,11.55,11.56,-0.01,-0.0865,169368.15,197700.969
1854,600121.SH,20240221,3.41,3.56,3.39,3.47,3.44,0.03,0.8721,243217.69,85032.633
1855,600787.SH,20240221,4.89,5.09,4.84,4.94,4.88,0.06,1.2295,180745.81,89788.542
1856,605198.SH,20240221,19.71,20.78,19.48,20.17,19.73,0.44,2.2301,9264.0,18838.173
1857,000729.SZ,20240221,8.64,9.06,8.55,8.89,8.67,0.22,2.5375,275702.91,244349.769
1858,603098.SH,20240221,9.47,10.17,9.33,9.87,9.6,0.27,2.8125,221864.61,218300.721
1859,002515.SZ,20240221,4.8,4.9,4.77,4.78,4.84,-0.06,-1.2397,93122.89,45049.069
1860,002355.SZ,20240221,3.73,3.9,3.7,3.77,3.8,-0.03,-0.7895,381370.56,145550.958
1861,002810.SZ,20240221,15.5,16.0,15.46,15.52,15.75,-0.23,-1.4603,31877.42,50334.783
1862,002353.SZ,20240221,28.52,29.57,28.33,29.1,28.56,0.54,1.8908,96372.2,280844.211
1863,600522.SH,20240221,12.15,12.67,12.1,12.38,12.27,0.11,0.8965,620119.66,773003.551
1864,002755.SZ,20240221,8.32,8.89,8.16,8.62,8.34,0.28,3.3573,55712.55,48085.304
1865,003028.SZ,20240221,34.82,36.23,34.45,35.3,34.8,0.5,1.4368,19360.87,68824.794
1866,603125.SH,20240221,26.96,27.39,26.75,26.95,26.95,0.0,0.0,13613.84,36935.461
1867,600178.SH,20240221,9.5,10.43,9.32,9.77,9.48,0.29,3.0591,578181.87,575220.755
1868,002580.SZ,20240221,6.08,6.44,6.0,6.25,6.13,0.12,1.9576,166784.92,104530.421
1869,603919.SH,20240221,20.35,21.63,20.15,20.98,20.47,0.51,2.4915,58712.57,123484.341
1870,002868.SZ,20240221,16.48,17.35,16.3,16.87,16.88,-0.01,-0.0592,41578.55,70384.284
1871,603729.SH,20240221,17.88,18.87,17.33,17.95,18.36,-0.41,-2.2331,204642.48,371204.725
1872,002501.SZ,20240221,1.14,1.21,1.12,1.2,1.16,0.04,3.4483,408646.8,48343.644
1873,002061.SZ,20240221,3.68,3.79,3.65,3.71,3.7,0.01,0.2703,233576.68,87257.949
1874,001267.SZ,20240221,4.42,4.51,4.36,4.4,4.41,-0.01,-0.2268,103033.41,45711.12
1875,002772.SZ,20240221,6.42,6.69,6.36,6.54,6.46,0.08,1.2384,70490.14,46361.273
1876,600031.SH,20240221,13.98,14.28,13.92,14.02,14.02,0.0,0.0,708061.12,999533.742
1877,002441.SZ,20240221,7.4,7.72,7.36,7.54,7.43,0.11,1.4805,49694.91,37681.7
1878,600162.SH,20240221,1.48,1.57,1.47,1.53,1.49,0.04,2.6846,307493.25,46935.32
1879,603016.SH,20240221,17.13,17.58,16.8,17.18,17.21,-0.03,-0.1743,6912.0,12000.506
1880,600665.SH,20240221,2.45,2.66,2.42,2.59,2.47,0.12,4.8583,188548.47,48483.844
1881,601228.SH,20240221,3.12,3.19,3.11,3.14,3.13,0.01,0.3195,234127.67,73859.525
1882,000403.SZ,20240221,27.0,27.73,26.41,26.51,27.45,-0.94,-3.4244,64871.31,176213.53
1883,002869.SZ,20240221,13.5,14.54,13.4,13.98,13.66,0.32,2.3426,76490.34,107433.086
1884,600462.SH,20240221,2.38,2.41,2.34,2.37,2.38,-0.01,-0.4202,42283.5,10007.626
1885,002251.SZ,20240221,2.91,2.91,2.85,2.91,2.77,0.14,5.0542,68618.1,19927.708
1886,600201.SH,20240221,8.21,8.62,8.08,8.32,8.22,0.1,1.2165,165686.0,139052.087
1887,002098.SZ,20240221,4.64,5.17,4.64,5.17,4.7,0.47,10.0,70956.02,35407.162
1888,601900.SH,20240221,12.2,12.7,12.06,12.56,12.56,0.0,0.0,196306.72,243944.709
1889,002848.SZ,20240221,7.07,7.5,7.06,7.28,7.1,0.18,2.5352,115305.0,83564.837
1890,603677.SH,20240221,9.6,10.36,9.48,9.98,9.73,0.25,2.5694,32575.2,32864.675
1891,605090.SH,20240221,25.92,27.22,25.92,26.65,26.12,0.53,2.0291,55754.43,149347.347
1892,600971.SH,20240221,11.98,12.22,11.92,12.1,12.04,0.06,0.4983,228916.54,276635.373
1893,603379.SH,20240221,42.5,44.04,42.4,43.16,43.18,-0.02,-0.0463,114300.17,495987.714
1894,000968.SZ,20240221,6.29,6.45,6.23,6.32,6.29,0.03,0.4769,92587.53,58898.793
1895,688116.SH,20240221,19.63,20.49,19.46,19.7,19.8,-0.1,-0.5051,88792.95,178241.557
1896,603998.SH,20240221,9.47,9.54,9.33,9.39,9.56,-0.17,-1.7782,56649.67,53424.658
1897,603843.SH,20240221,2.03,2.24,2.01,2.13,2.04,0.09,4.4118,278583.22,60176.934
1898,002286.SZ,20240221,5.46,5.8,5.44,5.63,5.51,0.12,2.1779,66586.82,37616.529
1899,603055.SH,20240221,9.27,9.68,9.16,9.44,9.32,0.12,1.2876,68354.06,64789.997
1900,688188.SH,20240221,270.03,283.64,269.6,272.49,274.55,-2.06,-0.7503,9599.38,266144.265
1901,688558.SH,20240221,19.3,20.28,19.02,19.8,19.36,0.44,2.2727,15633.2,31013.372
1902,601208.SH,20240221,11.28,11.38,10.53,10.79,11.48,-0.69,-6.0105,466295.35,507465.868
1903,002512.SZ,20240221,4.04,4.2,3.95,4.05,4.09,-0.04,-0.978,648885.33,265734.884
1904,601868.SH,20240221,2.15,2.2,2.14,2.17,2.15,0.02,0.9302,2879425.77,626495.054
1905,688122.SH,20240221,39.36,40.48,38.94,39.32,39.49,-0.17,-0.4305,59194.74,235418.86
1906,002236.SZ,20240221,17.8,18.2,17.65,17.84,17.82,0.02,0.1122,424434.69,761211.13
1907,600855.SH,20240221,7.96,8.28,7.86,8.05,7.96,0.09,1.1307,73109.19,59564.107
1908,002713.SZ,20240221,5.5,5.98,5.47,5.81,5.54,0.27,4.8736,148672.8,84591.518
1909,002348.SZ,20240221,2.84,3.07,2.8,3.0,2.82,0.18,6.383,175514.22,51850.903
1910,002291.SZ,20240221,6.29,6.67,6.25,6.41,6.35,0.06,0.9449,325611.59,210607.972
1911,600418.SH,20240221,12.7,13.83,12.62,13.41,12.88,0.53,4.1149,1115075.25,1492038.474
1912,300094.SZ,20240221,3.45,3.6,3.41,3.52,3.45,0.07,2.029,543809.06,191999.433
1913,002624.SZ,20240221,10.55,10.97,10.46,10.68,10.69,-0.01,-0.0935,520332.96,559212.839
1914,002521.SZ,20240221,7.47,7.8,7.44,7.65,7.54,0.11,1.4589,57649.72,44056.529
1915,601177.SH,20240221,7.73,8.07,7.69,7.87,7.78,0.09,1.1568,65787.0,52201.782
1916,001337.SZ,20240221,21.75,22.54,21.6,22.16,21.88,0.28,1.2797,35486.06,79068.365
1917,603922.SH,20240221,23.68,24.05,23.1,23.85,23.57,0.28,1.188,5222.17,12372.868
1918,688630.SH,20240221,57.94,60.28,57.61,58.49,58.5,-0.01,-0.0171,17674.98,104849.601
1919,688329.SH,20240221,16.02,17.11,15.6,16.55,16.11,0.44,2.7312,21298.38,35420.422
1920,002595.SZ,20240221,30.75,31.4,30.31,31.16,30.63,0.53,1.7303,48464.73,150676.08
1921,600498.SH,20240221,14.8,15.22,14.69,14.84,14.96,-0.12,-0.8021,164338.58,246202.699
1922,600004.SH,20240221,10.02,10.33,9.98,10.13,10.05,0.08,0.796,226889.01,231057.813
1923,603813.SH,20240221,9.75,10.65,9.61,10.2,9.74,0.46,4.7228,27452.33,28042.575
1924,000938.SZ,20240221,17.19,17.87,17.1,17.44,17.39,0.05,0.2875,537785.61,944270.325
1925,603043.SH,20240221,18.39,19.25,18.2,18.8,18.39,0.41,2.2295,42999.91,81098.009
1926,838810.BJ,20240221,7.96,8.14,7.83,7.99,7.91,0.08,1.0114,8753.08,6981.022
1927,600416.SH,20240221,11.54,12.18,11.45,11.76,11.64,0.12,1.0309,185659.6,220467.576
1928,002037.SZ,20240221,5.58,6.02,5.55,5.87,5.63,0.24,4.2629,153123.39,90299.644
1929,002837.SZ,20240221,22.65,23.62,22.6,22.83,23.2,-0.37,-1.5948,89607.14,207157.369
1930,600011.SH,20240221,8.93,9.04,8.77,8.81,8.95,-0.14,-1.5642,586735.91,519082.259
1931,430510.BJ,20240221,20.38,22.39,20.17,20.71,20.73,-0.02,-0.0965,57098.56,122662.441
1932,688616.SH,20240221,8.61,9.35,8.54,8.96,8.67,0.29,3.3449,41542.4,37326.841
1933,600961.SH,20240221,9.75,10.24,9.65,9.66,9.87,-0.21,-2.1277,225496.35,223150.891
1934,688271.SH,20240221,142.01,143.68,140.69,142.55,142.6,-0.05,-0.0351,26697.36,380213.447
1935,601519.SH,20240221,6.74,7.28,6.71,7.02,6.88,0.14,2.0349,905498.04,637803.148
1936,601567.SH,20240221,23.59,23.87,23.28,23.58,23.85,-0.27,-1.1321,117570.54,277609.222
1937,873806.BJ,20240221,10.58,10.98,10.44,10.62,10.76,-0.14,-1.3011,163134.49,174550.245
1938,831278.BJ,20240221,4.76,5.2,4.61,4.82,4.71,0.11,2.3355,69301.47,34402.126
1939,002822.SZ,20240221,2.51,2.79,2.49,2.79,2.54,0.25,9.8425,272563.03,72762.174
1940,600477.SH,20240221,2.87,3.01,2.85,2.93,2.89,0.04,1.3841,224510.02,66228.877
1941,605289.SH,20240221,30.51,34.6,30.26,32.9,31.6,1.3,4.1139,41863.78,138465.514
1942,603488.SH,20240221,7.47,7.9,7.4,7.67,7.57,0.1,1.321,65212.01,50339.18
1943,603101.SH,20240221,5.45,5.74,5.3,5.56,5.45,0.11,2.0183,68527.8,38317.855
1944,688488.SH,20240221,12.8,13.06,12.6,12.6,12.6,0.0,0.0,30821.6,39469.168
1945,002546.SZ,20240221,3.71,3.91,3.66,3.79,3.75,0.04,1.0667,202229.69,77425.078
1946,002414.SZ,20240221,5.91,6.15,5.84,6.0,5.96,0.04,0.6711,264488.68,159573.375
1947,603317.SH,20240221,11.9,12.88,11.82,12.47,12.02,0.45,3.7438,100400.65,125288.352
1948,002698.SZ,20240221,12.67,13.6,12.61,13.18,12.86,0.32,2.4883,134760.9,178379.596
1949,600266.SH,20240221,4.01,4.46,3.93,4.28,4.05,0.23,5.679,1087662.57,462169.27
1950,603113.SH,20240221,6.72,7.06,6.6,6.8,6.69,0.11,1.6442,72187.18,49411.752
1951,688025.SH,20240221,50.52,54.89,49.6,53.02,51.01,2.01,3.9404,53497.06,282798.181
1952,300144.SZ,20240221,10.42,10.68,10.31,10.47,10.46,0.01,0.0956,279932.5,295014.158
1953,300193.SZ,20240221,6.34,6.68,6.33,6.49,6.44,0.05,0.7764,49233.23,32320.318
1954,601865.SH,20240221,19.3,20.05,18.92,19.6,19.43,0.17,0.8749,166242.48,326559.517
1955,600470.SH,20240221,4.0,4.31,3.96,4.2,4.02,0.18,4.4776,132119.0,55454.753
1956,601700.SH,20240221,4.73,4.73,4.4,4.44,4.3,0.14,3.2558,373336.27,169614.611
1957,688066.SH,20240221,21.84,23.75,21.6,22.79,22.17,0.62,2.7966,104417.67,238423.298
1958,600640.SH,20240221,11.56,11.56,11.56,11.56,10.51,1.05,9.9905,37252.77,43064.202
1959,000039.SZ,20240221,8.87,8.99,8.73,8.76,8.88,-0.12,-1.3514,245226.65,217539.754
1960,002271.SZ,20240221,16.1,17.73,16.03,17.32,16.27,1.05,6.4536,761024.67,1299775.063
1961,002396.SZ,20240221,15.0,15.65,14.99,15.16,15.15,0.01,0.066,82530.6,126702.232
1962,600095.SH,20240221,7.08,7.32,7.05,7.17,7.15,0.02,0.2797,392130.79,282844.999
1963,600089.SH,20240221,14.76,14.99,14.73,14.84,14.83,0.01,0.0674,531795.26,790907.603
1964,002574.SZ,20240221,4.28,4.6,4.27,4.45,4.32,0.13,3.0093,133501.5,59918.133
1965,600822.SH,20240221,9.13,9.84,9.02,9.29,9.34,-0.05,-0.5353,308032.53,289803.646
1966,603680.SH,20240221,6.73,7.2,6.7,6.98,6.85,0.13,1.8978,44405.2,31105.247
1967,600757.SH,20240221,7.3,7.48,7.25,7.28,7.42,-0.14,-1.8868,260503.9,191779.045
1968,600148.SH,20240221,11.28,12.47,11.04,12.47,11.34,1.13,9.9647,45667.52,54717.639
1969,002510.SZ,20240221,3.53,3.85,3.51,3.65,3.58,0.07,1.9553,519061.28,192664.533
1970,603322.SH,20240221,30.55,32.76,30.21,31.66,32.31,-0.65,-2.0118,83834.98,267322.853
1971,000561.SZ,20240221,6.2,6.59,6.2,6.37,6.29,0.08,1.2719,88374.79,56938.483
1972,603282.SH,20240221,20.08,21.08,19.79,20.49,20.04,0.45,2.2455,8898.81,18268.44
1973,688496.SH,20240221,13.15,14.74,12.97,14.0,13.3,0.7,5.2632,87975.02,123173.905
1974,601225.SH,20240221,25.58,25.99,25.21,25.42,25.62,-0.2,-0.7806,357352.74,911337.967
1975,000155.SZ,20240221,10.4,10.88,10.32,10.59,10.45,0.14,1.3397,186428.53,198649.986
1976,002264.SZ,20240221,3.94,4.16,3.85,4.04,3.89,0.15,3.856,123306.99,49920.606
1977,688686.SH,20240221,82.49,85.94,81.4,82.75,83.1,-0.35,-0.4212,5731.83,48134.99
1978,600820.SH,20240221,6.05,6.22,6.02,6.1,6.07,0.03,0.4942,457217.37,280555.733
1979,600257.SH,20240221,4.55,4.85,4.52,4.73,4.58,0.15,3.2751,286596.99,135523.071
1980,605158.SH,20240221,6.11,6.53,6.1,6.31,6.22,0.09,1.4469,100990.52,64249.583
1981,600881.SH,20240221,1.45,1.54,1.44,1.51,1.46,0.05,3.4247,273319.94,41014.133
1982,601600.SH,20240221,5.92,6.15,5.9,6.02,5.9,0.12,2.0339,1503592.95,910083.565
1983,603863.SH,20240221,34.51,36.58,33.94,34.99,34.97,0.02,0.0572,50736.0,179505.4
1984,603815.SH,20240221,6.46,6.75,6.43,6.51,6.52,-0.01,-0.1534,84363.62,55824.185
1985,873001.BJ,20240221,11.79,12.59,11.5,11.77,11.68,0.09,0.7705,62967.15,75939.415
1986,002368.SZ,20240221,24.25,25.67,23.94,24.72,24.62,0.1,0.4062,157925.15,394037.177
1987,300129.SZ,20240221,8.38,8.7,8.28,8.47,8.49,-0.02,-0.2356,252949.11,215330.831
1988,601333.SH,20240221,2.71,2.82,2.7,2.77,2.72,0.05,1.8382,1194750.37,331895.096
1989,600009.SH,20240221,34.84,36.08,34.72,35.54,35.03,0.51,1.4559,156101.96,555012.706
1990,603713.SH,20240221,44.67,47.12,44.03,46.1,44.69,1.41,3.1551,27460.0,126905.91
1991,603303.SH,20240221,10.86,11.42,10.7,11.05,10.86,0.19,1.7495,21701.73,24185.841
1992,600382.SH,20240221,3.96,4.12,3.95,4.06,3.99,0.07,1.7544,69183.85,28087.265
1993,000826.SZ,20240221,2.08,2.18,2.05,2.14,2.07,0.07,3.3816,287903.43,61573.38
1994,688220.SH,20240221,47.88,50.38,47.5,48.71,48.25,0.46,0.9534,22545.55,110362.238
1995,002229.SZ,20240221,20.7,21.85,19.71,20.61,20.65,-0.04,-0.1937,1317648.2,2743464.262
1996,000758.SZ,20240221,4.47,4.63,4.43,4.51,4.5,0.01,0.2222,346394.47,157451.583
1997,002532.SZ,20240221,5.81,5.93,5.75,5.77,5.79,-0.02,-0.3454,362525.01,211932.74
1998,002278.SZ,20240221,3.9,4.18,3.85,4.03,3.93,0.1,2.5445,108789.0,44299.59
1999,688289.SH,20240221,20.11,20.46,19.92,19.92,20.25,-0.33,-1.6296,39924.41,80793.868
2000,603185.SH,20240221,25.72,26.83,25.55,26.15,25.91,0.24,0.9263,68721.29,180541.185
2001,002392.SZ,20240221,3.09,3.26,3.07,3.16,3.11,0.05,1.6077,143007.24,45437.602
2002,603306.SH,20240221,18.33,19.42,18.13,18.76,18.38,0.38,2.0675,83098.13,156941.368
2003,002895.SZ,20240221,16.39,17.09,16.17,16.5,16.51,-0.01,-0.0606,41608.15,69591.798
2004,871753.BJ,20240221,27.27,30.66,26.95,28.02,28.02,0.0,0.0,95257.25,271379.884
2005,603338.SH,20240221,57.16,60.67,57.02,58.64,58.34,0.3,0.5142,45991.24,272632.33
2006,600789.SH,20240221,5.97,6.14,5.9,6.01,6.01,0.0,0.0,310090.98,187132.446
2007,600112.SH,20240221,1.75,1.75,1.75,1.75,1.67,0.08,4.7904,11896.0,2081.8
2008,000601.SZ,20240221,3.19,3.35,3.16,3.27,3.2,0.07,2.1875,89899.1,29541.295
2009,600054.SH,20240221,10.86,11.16,10.83,11.05,10.96,0.09,0.8212,89727.93,99303.937
2010,600533.SH,20240221,2.24,2.4,2.22,2.33,2.26,0.07,3.0973,175374.02,40736.45
2011,300088.SZ,20240221,4.9,5.14,4.86,4.98,4.94,0.04,0.8097,624728.87,313533.315
2012,688486.SH,20240221,74.35,84.37,74.07,84.08,74.9,9.18,12.2563,10272.19,83670.41
2013,002180.SZ,20240221,19.95,20.82,19.33,20.33,20.55,-0.22,-1.0706,195192.5,393468.986
2014,601811.SH,20240221,12.88,13.27,12.75,12.94,13.04,-0.1,-0.7669,46731.39,60728.105
2015,688027.SH,20240221,93.28,97.33,91.72,93.7,93.68,0.02,0.0213,10735.13,101993.07
2016,002830.SZ,20240221,9.01,9.67,8.9,9.32,9.02,0.3,3.3259,41889.54,39385.364
2017,688282.SH,20240221,19.72,20.98,19.33,20.46,19.78,0.68,3.4378,20671.51,42304.153
2018,688317.SH,20240221,15.8,16.58,15.8,16.12,16.0,0.12,0.75,19425.53,31530.428
2019,000151.SZ,20240221,9.61,10.7,9.56,10.09,9.73,0.36,3.6999,447278.94,457494.916
2020,603895.SH,20240221,16.72,17.47,16.25,16.88,16.46,0.42,2.5516,27803.8,46502.491
2021,002802.SZ,20240221,8.02,8.56,7.9,8.28,8.01,0.27,3.3708,32346.21,26866.755
2022,688739.SH,20240221,28.71,29.79,28.6,28.93,28.88,0.05,0.1731,21089.14,61731.862
2023,600894.SH,20240221,7.16,7.3,7.03,7.05,7.16,-0.11,-1.5363,97840.83,70368.325
2024,688511.SH,20240221,20.01,21.35,19.6,20.61,20.11,0.5,2.4863,9465.52,19605.876
2025,600505.SH,20240221,5.96,6.28,5.9,6.14,5.97,0.17,2.8476,65853.09,40376.308
2026,000563.SZ,20240221,3.03,3.09,3.0,3.04,3.04,0.0,0.0,899455.59,274815.002
2027,600449.SH,20240221,14.26,15.82,14.1,15.2,14.38,0.82,5.7024,211873.83,319726.709
2028,002156.SZ,20240221,21.2,21.78,21.1,21.37,21.62,-0.25,-1.1563,314590.68,675246.71
2029,002163.SZ,20240221,7.7,8.15,7.65,7.87,7.73,0.14,1.8111,84959.35,67424.193
2030,833171.BJ,20240221,3.99,4.17,3.93,4.03,3.99,0.04,1.0025,193369.61,78370.318
2031,000100.SZ,20240221,4.33,4.5,4.32,4.42,4.36,0.06,1.3761,3618650.33,1613107.064
2032,605128.SH,20240221,40.21,43.72,39.35,41.9,40.55,1.35,3.3292,14494.11,61318.849
2033,000011.SZ,20240221,8.21,8.65,8.21,8.43,8.29,0.14,1.6888,63637.28,53697.258
2034,600330.SH,20240221,6.91,7.21,6.9,7.01,7.01,0.0,0.0,280540.62,198522.627
2035,600008.SH,20240221,2.81,2.86,2.8,2.82,2.82,0.0,0.0,762777.74,215663.589
2036,001266.SZ,20240221,25.32,26.88,24.46,25.71,25.27,0.44,1.7412,65352.17,166302.411
2037,603507.SH,20240221,21.34,22.7,21.11,21.72,21.5,0.22,1.0233,38804.78,85650.008
2038,601699.SH,20240221,24.9,25.22,24.28,24.5,25.04,-0.54,-2.1565,370772.0,912571.748
2039,601016.SH,20240221,2.98,3.05,2.97,2.99,2.99,0.0,0.0,524009.62,157962.535
2040,603528.SH,20240221,5.49,5.83,5.41,5.65,5.53,0.12,2.17,421453.8,237903.13
2041,600834.SH,20240221,6.74,7.04,6.7,6.87,6.79,0.08,1.1782,41788.0,28863.804
2042,000715.SZ,20240221,5.7,6.1,5.63,5.91,5.76,0.15,2.6042,296974.32,176630.732
2043,002961.SZ,20240221,11.62,12.46,11.56,12.03,11.77,0.26,2.209,51479.0,62259.933
2044,601113.SH,20240221,3.07,3.15,3.05,3.11,3.05,0.06,1.9672,352534.93,109715.218
2045,688385.SH,20240221,29.6,30.7,29.1,29.8,29.76,0.04,0.1344,84064.76,252568.714
2046,603088.SH,20240221,6.33,6.61,6.3,6.46,6.37,0.09,1.4129,67689.8,44022.356
2047,600358.SH,20240221,3.24,3.5,3.22,3.41,3.28,0.13,3.9634,271129.0,92277.951
2048,430478.BJ,20240221,19.28,20.31,19.28,20.05,20.14,-0.09,-0.4469,29968.49,59218.517
2049,002600.SZ,20240221,5.15,5.31,5.07,5.19,5.17,0.02,0.3868,704316.47,367551.893
2050,688480.SH,20240221,34.19,36.5,34.19,35.68,35.02,0.66,1.8846,4529.02,16289.307
2051,603075.SH,20240221,18.57,19.28,18.5,18.74,18.68,0.06,0.3212,28888.2,54738.237
2052,688359.SH,20240221,49.3,51.39,49.26,50.0,50.3,-0.3,-0.5964,9077.45,45988.016
2053,600029.SH,20240221,5.85,6.1,5.81,5.98,5.87,0.11,1.8739,628357.9,376807.841
2054,430685.BJ,20240221,10.02,10.4,9.95,10.03,10.1,-0.07,-0.6931,8617.78,8772.169
2055,600749.SH,20240221,9.22,9.56,9.15,9.39,9.28,0.11,1.1853,46990.01,44346.299
2056,000626.SZ,20240221,4.5,4.97,4.48,4.97,4.52,0.45,9.9558,96962.05,46198.487
2057,000976.SZ,20240221,1.07,1.07,1.03,1.07,1.02,0.05,4.902,600744.35,63895.96
2058,002917.SZ,20240221,7.15,7.44,7.05,7.2,7.17,0.03,0.4184,82093.0,59902.087
2059,300018.SZ,20240221,4.47,4.73,4.45,4.57,4.53,0.04,0.883,98329.44,45485.224
2060,002335.SZ,20240221,21.85,22.88,21.66,22.08,22.06,0.02,0.0907,106936.85,238522.095
2061,003001.SZ,20240221,11.26,12.17,11.1,11.75,11.26,0.49,4.3517,27816.07,32658.751
2062,002995.SZ,20240221,15.2,16.21,14.89,15.52,15.86,-0.34,-2.1438,132112.42,206127.058
2063,002559.SZ,20240221,8.08,8.47,8.0,8.17,8.27,-0.1,-1.2092,793358.5,656917.95
2064,600698.SH,20240221,4.0,4.29,3.91,4.09,3.99,0.1,2.5063,232618.97,96067.116
2065,600785.SH,20240221,18.25,19.57,17.18,17.2,17.84,-0.64,-3.5874,146411.63,270556.494
2066,002653.SZ,20240221,23.17,23.76,22.82,23.0,23.32,-0.32,-1.3722,36820.0,85632.41
2067,603696.SH,20240221,7.0,7.64,6.92,7.32,6.99,0.33,4.721,96361.07,70896.122
2068,601377.SH,20240221,5.61,5.81,5.59,5.7,5.64,0.06,1.0638,781693.31,447444.69
2069,300163.SZ,20240221,2.26,2.59,2.25,2.44,2.3,0.14,6.087,236170.87,57853.754
2070,002134.SZ,20240221,6.61,7.12,6.6,6.82,6.68,0.14,2.0958,74870.9,51581.301
2071,301390.SZ,20240221,28.51,30.48,28.11,29.25,28.82,0.43,1.492,9061.22,26808.686
2072,300760.SZ,20240221,297.99,305.0,297.2,301.35,300.09,1.26,0.4199,34843.54,1052878.313
2073,301089.SZ,20240221,40.95,42.2,40.38,41.01,41.49,-0.48,-1.1569,47848.93,197697.29
2074,300405.SZ,20240221,4.41,4.9,4.31,4.61,4.45,0.16,3.5955,257773.87,120384.495
2075,300781.SZ,20240221,42.42,42.42,41.73,42.42,35.35,7.07,20.0,128515.15,545033.468
2076,301508.SZ,20240221,37.27,45.88,36.68,41.3,38.23,3.07,8.0303,214822.55,875989.141
2077,300812.SZ,20240221,25.68,27.38,25.6,26.33,26.34,-0.01,-0.038,142998.14,382298.511
